recorded_by_mdy,typed_by_mdy,session,block,pot_ID,treatment,sample_month,sample_day,sample_year,period,weight_lbs,weight_grams,remarks
GX - 08/11/2018,GX - 08/13/2018,10,B1,EMNI-1,WW,8,11,2018,T1,4.40,1996,
GX - 08/11/2018,GX - 08/13/2018,10,B1,DASP-9,WW,8,11,2018,T1,3.91,1774,
GX - 08/11/2018,GX - 08/13/2018,10,B1,SEAL-5,WW,8,11,2018,T1,3.87,1755,
GX - 08/11/2018,GX - 08/13/2018,10,B1,SYNO-13,WW,8,11,2018,T1,3.27,1483,
GX - 08/11/2018,GX - 08/13/2018,10,B1,SITR-4,WW,8,11,2018,T1,4.08,1851,
GX - 08/11/2018,GX - 08/13/2018,10,B1,SOBI-20,WW,8,11,2018,T1,3.92,1778,
GX - 08/11/2018,GX - 08/13/2018,10,B1,FERU-16,WW,8,11,2018,T1,3.65,1656,
GX - 08/11/2018,GX - 08/13/2018,10,B1,SEAC-12,WW,8,11,2018,T1,4.08,1851,
GX - 08/11/2018,GX - 08/13/2018,10,B1,DEFL-2,WW,8,11,2018,T1,3.85,1746,
GX - 08/11/2018,GX - 08/13/2018,10,B1,VAMA-1,WW,8,11,2018,T1,3.90,1769,
GX - 08/11/2018,GX - 08/13/2018,10,B1,SITR-11,WW,8,11,2018,T1,3.85,1746,
GX - 08/11/2018,GX - 08/13/2018,10,B1,EMNI-1,WW,8,11,2018,T2,4.65,1969,
GX - 08/11/2018,GX - 08/13/2018,10,B1,SEAL-7,WW,8,11,2018,T1,3.81,1728,
GX - 08/11/2018,GX - 08/13/2018,10,B1,SYNO-14,WW,8,11,2018,T1,3.49,1583,
GX - 08/11/2018,GX - 08/13/2018,10,B1,PLMA-5,WW,8,11,2018,T1,3.67,1665,
GX - 08/11/2018,GX - 08/13/2018,10,B1,SOBI-11,WW,8,11,2018,T1,3.49,1583,
GX - 08/11/2018,GX - 08/13/2018,10,B1,SC-9,WW,8,11,2018,T1,4.12,1869,
GX - 08/11/2018,GX - 08/13/2018,10,B1,DASP-17,WW,8,11,2018,T1,3.88,1760,
GX - 08/11/2018,GX - 08/13/2018,10,B1,SESE-19,WW,8,11,2018,T1,4.17,1891,
GX - 08/11/2018,GX - 08/13/2018,10,B1,SESE-9,WW,8,11,2018,T2,4.49,2037,
GX - 08/11/2018,GX - 08/13/2018,10,B1,DEFL-15,WW,8,11,2018,T2,4.06,1842,
GX - 08/11/2018,GX - 08/13/2018,10,B1,FERU-3,WW,8,11,2018,T2,4.09,1855,
GX - 08/11/2018,GX - 08/13/2018,10,B1,VAMA-16,WW,8,11,2018,T2,3.99,1810,
GX - 08/11/2018,GX - 08/13/2018,10,B1,SEAC-9,WW,8,11,2018,T2,4.27,1937,
GX - 08/11/2018,GX - 08/13/2018,10,B1,PLMA-11,WW,8,11,2018,T2,4.37,1982,
GX - 08/11/2018,GX - 08/13/2018,10,B1,SC-14,WW,8,11,2018,T2,4.56,2068,
GX - 08/12/2018,GX - 08/13/2018,10,B1,EMNI-1,WW,8,12,2018,T3,4.56,1919,
GX - 08/11/2018,GX - 08/13/2018,10,B1,DASP-9,WW,8,11,2018,T2,4.16,1887,
GX - 08/11/2018,GX - 08/13/2018,10,B1,SEAL-5,WW,8,11,2018,T2,4.20,1905,
GX - 08/11/2018,GX - 08/13/2018,10,B1,SYNO-13,WW,8,11,2018,T2,4.08,1851,
GX - 08/11/2018,GX - 08/13/2018,10,B1,SITR-4,WW,8,11,2018,T2,4.36,1978,
GX - 08/11/2018,GX - 08/13/2018,10,B1,SOBI-20,WW,8,11,2018,T2,4.39,1991,
GX - 08/11/2018,GX - 08/13/2018,10,B1,FERU-16,WW,8,11,2018,T2,4.20,1905,
GX - 08/11/2018,GX - 08/13/2018,10,B1,SEAC-12,WW,8,11,2018,T2,4.28,1941,
GX - 08/11/2018,GX - 08/13/2018,10,B1,DEFL-2,WW,8,11,2018,T2,4.06,1842,
GX - 08/11/2018,GX - 08/13/2018,10,B1,VAMA-1,WW,8,11,2018,T2,4.14,1878,
GX - 08/11/2018,GX - 08/13/2018,10,B1,SITR-11,WW,8,11,2018,T2,4.08,1851,
GX - 08/02/2018,GX - 08/02/2018,8,B1,SOBI-20,WW,8,2,2018,T4,4.08,1851,
GX - 08/11/2018,GX - 08/13/2018,10,B1,SEAL-7,WW,8,11,2018,T2,4.07,1846,
GX - 08/11/2018,GX - 08/13/2018,10,B1,SYNO-14,WW,8,11,2018,T2,4.30,1950,
GX - 08/11/2018,GX - 08/13/2018,10,B1,PLMA-5,WW,8,11,2018,T2,4.11,1864,
GX - 08/11/2018,GX - 08/13/2018,10,B1,SOBI-11,WW,8,11,2018,T2,4.05,1837,
GX - 08/11/2018,GX - 08/13/2018,10,B1,SC-9,WW,8,11,2018,T2,4.40,1996,
GX - 08/11/2018,GX - 08/13/2018,10,B1,DASP-17,WW,8,11,2018,T2,4.16,1887,
GX - 08/11/2018,GX - 08/13/2018,10,B1,SESE-19,WW,8,11,2018,T2,4.42,2005,
GX - 08/12/2018,GX - 08/13/2018,10,B1,SESE-9,WW,8,12,2018,T3,4.30,1950,
GX - 08/12/2018,GX - 08/13/2018,10,B1,DEFL-15,WW,8,12,2018,T3,3.97,1801,
GX - 08/12/2018,GX - 08/13/2018,10,B1,FERU-3,WW,8,12,2018,T3,3.76,1705,
GX - 08/12/2018,GX - 08/13/2018,10,B1,VAMA-16,WW,8,12,2018,T3,3.87,1755,
GX - 08/12/2018,GX - 08/13/2018,10,B1,SEAC-9,WW,8,12,2018,T3,4.19,1901,
GX - 08/12/2018,GX - 08/13/2018,10,B1,PLMA-11,WW,8,12,2018,T3,4.24,1923,
GX - 08/12/2018,GX - 08/13/2018,10,B1,SC-14,WW,8,12,2018,T3,4.44,2014,
GX - 08/11/2018,GX - 08/13/2018,10,B1,EMNI-2,WW,8,11,2018,T1,4.33,1964,
GX - 08/12/2018,GX - 08/13/2018,10,B1,DASP-9,WW,8,12,2018,T3,4.06,1842,
GX - 08/12/2018,GX - 08/13/2018,10,B1,SEAL-5,WW,8,12,2018,T3,4.06,1842,
GX - 08/12/2018,GX - 08/13/2018,10,B1,SYNO-13,WW,8,12,2018,T3,3.82,1733,
GX - 08/12/2018,GX - 08/13/2018,10,B1,SITR-4,WW,8,12,2018,T3,4.25,1928,
GX - 08/12/2018,GX - 08/13/2018,10,B1,SOBI-20,WW,8,12,2018,T3,4.18,1896,
GX - 08/12/2018,GX - 08/13/2018,10,B1,FERU-16,WW,8,12,2018,T3,3.90,1769,
GX - 08/12/2018,GX - 08/13/2018,10,B1,SEAC-12,WW,8,12,2018,T3,4.20,1905,
GX - 08/12/2018,GX - 08/13/2018,10,B1,DEFL-2,WW,8,12,2018,T3,3.96,1796,
GX - 08/12/2018,GX - 08/13/2018,10,B1,VAMA-1,WW,8,12,2018,T3,4.03,1828,
GX - 08/12/2018,GX - 08/13/2018,10,B1,SITR-11,WW,8,12,2018,T3,3.97,1801,
GX - 08/11/2018,GX - 08/13/2018,10,B1,EMNI-2,WW,8,11,2018,T2,4.59,2082,
GX - 08/12/2018,GX - 08/13/2018,10,B1,SEAL-7,WW,8,12,2018,T3,3.95,1792,
GX - 08/12/2018,GX - 08/13/2018,10,B1,SYNO-14,WW,8,12,2018,T3,3.95,1792,
GX - 08/12/2018,GX - 08/13/2018,10,B1,PLMA-5,WW,8,12,2018,T3,3.91,1774,
GX - 08/12/2018,GX - 08/13/2018,10,B1,SOBI-11,WW,8,12,2018,T3,3.77,1710,
GX - 08/12/2018,GX - 08/13/2018,10,B1,SC-9,WW,8,12,2018,T3,4.27,1937,
GX - 08/12/2018,GX - 08/13/2018,10,B1,DASP-17,WW,8,12,2018,T3,4.01,1819,
GX - 08/12/2018,GX - 08/13/2018,10,B1,SESE-19,WW,8,12,2018,T3,4.24,1923,
GX - 08/11/2018,GX - 08/13/2018,10,B2,SESE-3,WW,8,11,2018,T1,4.14,1878,
GX - 08/11/2018,GX - 08/13/2018,10,B2,DEFL-9,WW,8,11,2018,T1,3.58,1624,
GX - 08/11/2018,GX - 08/13/2018,10,B2,FERU-14,WW,8,11,2018,T1,3.51,1592,
GX - 08/11/2018,GX - 08/13/2018,10,B2,VAMA-9,WW,8,11,2018,T1,4.10,1860,
GX - 08/11/2018,GX - 08/13/2018,10,B2,SEAC-2,WW,8,11,2018,T1,4.09,1855,
GX - 08/11/2018,GX - 08/13/2018,10,B2,PLMA-17,WW,8,11,2018,T1,3.99,1810,
GX - 08/11/2018,GX - 08/13/2018,10,B2,SC-12,WW,8,11,2018,T1,4.07,1846,
GX - 08/11/2018,GX - 08/13/2018,10,B2,EMNI-20,WW,8,11,2018,T1,4.34,1969,
GX - 08/11/2018,GX - 08/13/2018,10,B2,DASP-18,WW,8,11,2018,T1,3.96,1796,
GX - 08/11/2018,GX - 08/13/2018,10,B2,SEAL-2,WW,8,11,2018,T1,4.17,1891,
GX - 08/11/2018,GX - 08/13/2018,10,B2,SYNO-16,WW,8,11,2018,T1,3.27,1483,
GX - 08/11/2018,GX - 08/13/2018,10,B2,SITR-18,WW,8,11,2018,T1,3.39,1538,
GX - 08/11/2018,GX - 08/13/2018,10,B2,SOBI-15,WW,8,11,2018,T1,3.60,1633,
GX - 08/11/2018,GX - 08/13/2018,10,B2,FERU-12,WW,8,11,2018,T1,3.60,1633,
GX - 08/11/2018,GX - 08/13/2018,10,B2,SEAC-1,WW,8,11,2018,T1,3.95,1792,
GX - 08/11/2018,GX - 08/13/2018,10,B2,DEFL-16,WW,8,11,2018,T1,3.80,1724,
GX - 08/11/2018,GX - 08/13/2018,10,B2,VAMA-10,WW,8,11,2018,T1,3.93,1783,
GX - 08/11/2018,GX - 08/13/2018,10,B2,SITR-6,WW,8,11,2018,T1,4.04,1833,
GX - 08/11/2018,GX - 08/13/2018,10,B2,SEAL-13,WW,8,11,2018,T1,3.89,1764,
GX - 08/11/2018,GX - 08/13/2018,10,B2,EMNI-7,WW,8,11,2018,T1,4.33,1964,
GX - 08/11/2018,GX - 08/13/2018,10,B2,SYNO-2,WW,8,11,2018,T1,3.62,1642,
GX - 08/11/2018,GX - 08/13/2018,10,B2,PLMA-1,WW,8,11,2018,T1,3.66,1660,
GX - 08/11/2018,GX - 08/13/2018,10,B2,SOBI-2,WW,8,11,2018,T1,3.30,1497,
GX - 08/11/2018,GX - 08/13/2018,10,B2,SC-19,WW,8,11,2018,T1,3.93,1783,
GX - 08/11/2018,GX - 08/13/2018,10,B2,DASP-5,WW,8,11,2018,T1,4.05,1837,
GX - 08/11/2018,GX - 08/13/2018,10,B2,SESE-8,WW,8,11,2018,T1,4.06,1842,
GX - 08/11/2018,GX - 08/13/2018,10,B2,SESE-3,WW,8,11,2018,T2,4.55,2064,
GX - 08/11/2018,GX - 08/13/2018,10,B2,DEFL-9,WW,8,11,2018,T2,3.96,1796,
GX - 08/11/2018,GX - 08/13/2018,10,B2,FERU-14,WW,8,11,2018,T2,4.17,1891,
GX - 08/11/2018,GX - 08/13/2018,10,B2,VAMA-9,WW,8,11,2018,T2,4.34,1969,
GX - 08/11/2018,GX - 08/13/2018,10,B2,SEAC-2,WW,8,11,2018,T2,4.29,1946,
GX - 08/11/2018,GX - 08/13/2018,10,B2,PLMA-17,WW,8,11,2018,T2,4.50,2041,
GX - 08/11/2018,GX - 08/13/2018,10,B2,SC-12,WW,8,11,2018,T2,4.59,2082,
GX - 08/11/2018,GX - 08/13/2018,10,B2,EMNI-20,WW,8,11,2018,T2,4.58,2077,
GX - 08/11/2018,GX - 08/13/2018,10,B2,DASP-18,WW,8,11,2018,T2,4.23,1919,
GX - 08/11/2018,GX - 08/13/2018,10,B2,SEAL-2,WW,8,11,2018,T2,4.44,2014,
GX - 08/11/2018,GX - 08/13/2018,10,B2,SYNO-16,WW,8,11,2018,T2,4.15,1882,
GX - 08/11/2018,GX - 08/13/2018,10,B2,SITR-18,WW,8,11,2018,T2,3.70,1678,
GX - 08/11/2018,GX - 08/13/2018,10,B2,SOBI-15,WW,8,11,2018,T2,4.14,1878,
GX - 08/11/2018,GX - 08/13/2018,10,B2,FERU-12,WW,8,11,2018,T2,4.11,1864,
GX - 08/11/2018,GX - 08/13/2018,10,B2,SEAC-1,WW,8,11,2018,T2,4.08,1851,
GX - 08/11/2018,GX - 08/13/2018,10,B2,DEFL-16,WW,8,11,2018,T2,4.09,1855,
GX - 08/11/2018,GX - 08/13/2018,10,B2,VAMA-10,WW,8,11,2018,T2,4.14,1878,
GX - 08/11/2018,GX - 08/13/2018,10,B2,SITR-6,WW,8,11,2018,T2,4.27,1937,
GX - 08/11/2018,GX - 08/13/2018,10,B2,SEAL-13,WW,8,11,2018,T2,4.16,1887,
GX - 08/11/2018,GX - 08/13/2018,10,B2,EMNI-7,WW,8,11,2018,T2,4.56,2068,
GX - 08/11/2018,GX - 08/13/2018,10,B2,SYNO-2,WW,8,11,2018,T2,4.30,1950,
GX - 08/11/2018,GX - 08/13/2018,10,B2,PLMA-1,WW,8,11,2018,T2,4.25,1928,
GX - 08/11/2018,GX - 08/13/2018,10,B2,SOBI-2,WW,8,11,2018,T2,4.17,1891,
GX - 08/11/2018,GX - 08/13/2018,10,B2,SC-19,WW,8,11,2018,T2,4.19,1901,
GX - 08/11/2018,GX - 08/13/2018,10,B2,DASP-5,WW,8,11,2018,T2,4.28,1941,
GX - 08/11/2018,GX - 08/13/2018,10,B2,SESE-8,WW,8,11,2018,T2,4.46,2023,
GX - 08/12/2018,GX - 08/13/2018,10,B2,SESE-3,WW,8,12,2018,T3,4.39,1991,
GX - 08/12/2018,GX - 08/13/2018,10,B2,DEFL-9,WW,8,12,2018,T3,3.82,1733,
GX - 08/12/2018,GX - 08/13/2018,10,B2,FERU-14,WW,8,12,2018,T3,3.89,1764,
GX - 08/12/2018,GX - 08/13/2018,10,B2,VAMA-9,WW,8,12,2018,T3,4.23,1919,
GX - 08/12/2018,GX - 08/13/2018,10,B2,SEAC-2,WW,8,12,2018,T3,4.23,1919,
GX - 08/12/2018,GX - 08/13/2018,10,B2,PLMA-17,WW,8,12,2018,T3,4.30,1950,
GX - 08/12/2018,GX - 08/13/2018,10,B2,SC-12,WW,8,12,2018,T3,4.48,2032,
GX - 08/12/2018,GX - 08/13/2018,10,B2,EMNI-20,WW,8,12,2018,T3,4.49,2037,
GX - 08/12/2018,GX - 08/13/2018,10,B2,DASP-18,WW,8,12,2018,T3,4.11,1864,
GX - 08/12/2018,GX - 08/13/2018,10,B2,SEAL-2,WW,8,12,2018,T3,4.33,1964,
GX - 08/12/2018,GX - 08/13/2018,10,B2,SYNO-16,WW,8,12,2018,T3,3.86,1751,
GX - 08/12/2018,GX - 08/13/2018,10,B2,SITR-18,WW,8,12,2018,T3,3.56,1615,
GX - 08/12/2018,GX - 08/13/2018,10,B2,SOBI-15,WW,8,12,2018,T3,3.88,1760,
GX - 08/12/2018,GX - 08/13/2018,10,B2,FERU-12,WW,8,12,2018,T3,3.87,1755,
GX - 08/12/2018,GX - 08/13/2018,10,B2,SEAC-1,WW,8,12,2018,T3,4.02,1823,
GX - 08/12/2018,GX - 08/13/2018,10,B2,DEFL-16,WW,8,12,2018,T3,3.92,1778,
GX - 08/12/2018,GX - 08/13/2018,10,B2,VAMA-10,WW,8,12,2018,T3,4.03,1828,
GX - 08/12/2018,GX - 08/13/2018,10,B2,SITR-6,WW,8,12,2018,T3,4.15,1882,
GX - 08/12/2018,GX - 08/13/2018,10,B2,SEAL-13,WW,8,12,2018,T3,4.04,1833,
GX - 08/12/2018,GX - 08/13/2018,10,B2,EMNI-7,WW,8,12,2018,T3,4.44,2014,
GX - 08/12/2018,GX - 08/13/2018,10,B2,SYNO-2,WW,8,12,2018,T3,4.00,1814,
GX - 08/12/2018,GX - 08/13/2018,10,B2,PLMA-1,WW,8,12,2018,T3,4.01,1819,
GX - 08/12/2018,GX - 08/13/2018,10,B2,SOBI-2,WW,8,12,2018,T3,3.77,1710,
GX - 08/12/2018,GX - 08/13/2018,10,B2,SC-19,WW,8,12,2018,T3,4.07,1846,
GX - 08/12/2018,GX - 08/13/2018,10,B2,DASP-5,WW,8,12,2018,T3,4.17,1891,
GX - 08/12/2018,GX - 08/13/2018,10,B2,SESE-8,WW,8,12,2018,T3,4.25,1928,
GX - 08/11/2018,GX - 08/13/2018,10,B3,SESE-16,WW,8,11,2018,T1,3.86,1751,
GX - 08/11/2018,GX - 08/13/2018,10,B3,DEFL-5,WW,8,11,2018,T1,3.71,1683,
GX - 08/11/2018,GX - 08/13/2018,10,B3,FERU-18,WW,8,11,2018,T1,3.50,1588,
GX - 08/11/2018,GX - 08/13/2018,10,B3,VAMA-2,WW,8,11,2018,T1,3.89,1764,
GX - 08/11/2018,GX - 08/13/2018,10,B3,SEAC-4,WW,8,11,2018,T1,3.94,1787,
GX - 08/11/2018,GX - 08/13/2018,10,B3,PLMA-12,WW,8,11,2018,T1,3.81,1728,
GX - 08/11/2018,GX - 08/13/2018,10,B3,SC-18,WW,8,11,2018,T1,4.24,1923,
GX - 08/11/2018,GX - 08/13/2018,10,B3,EMNI-16,WW,8,11,2018,T1,4.25,1928,
GX - 08/11/2018,GX - 08/13/2018,10,B3,DASP-10,WW,8,11,2018,T1,3.98,1805,
GX - 08/11/2018,GX - 08/13/2018,10,B3,SEAL-9,WW,8,11,2018,T1,3.99,1810,
GX - 08/11/2018,GX - 08/13/2018,10,B3,SYNO-7,WW,8,11,2018,T1,3.29,1492,
GX - 08/11/2018,GX - 08/13/2018,10,B3,SITR-13,WW,8,11,2018,T1,3.61,1637,
GX - 08/11/2018,GX - 08/13/2018,10,B3,SOBI-14,WW,8,11,2018,T1,3.78,1715,
GX - 08/11/2018,GX - 08/13/2018,10,B3,FERU-7,WW,8,11,2018,T1,3.99,1810,
GX - 08/11/2018,GX - 08/13/2018,10,B3,SEAC-10,WW,8,11,2018,T1,3.93,1783,
GX - 08/11/2018,GX - 08/13/2018,10,B3,DEFL-12,WW,8,11,2018,T1,3.64,1651,
GX - 08/11/2018,GX - 08/13/2018,10,B3,VAMA-18,WW,8,11,2018,T1,3.78,1715,
GX - 08/11/2018,GX - 08/13/2018,10,B3,SITR-8,WW,8,11,2018,T1,4.05,1837,
GX - 08/11/2018,GX - 08/13/2018,10,B3,SEAL-16,WW,8,11,2018,T1,3.93,1783,"typo in pot_ID column; changed from ""SEAL-6"" to ""SEAL-16"""
GX - 08/11/2018,GX - 08/13/2018,10,B3,EMNI-11,WW,8,11,2018,T1,4.31,1955,
GX - 08/11/2018,GX - 08/13/2018,10,B3,SYNO-1,WW,8,11,2018,T1,3.63,1647,
GX - 08/11/2018,GX - 08/13/2018,10,B3,PLMA-4,WW,8,11,2018,T1,3.53,1601,
GX - 08/11/2018,GX - 08/13/2018,10,B3,SOBI-16,WW,8,11,2018,T1,3.74,1696,
GX - 08/11/2018,GX - 08/13/2018,10,B3,SC-10,WW,8,11,2018,T1,4.12,1869,
GX - 08/11/2018,GX - 08/13/2018,10,B3,DASP-7,WW,8,11,2018,T1,3.88,1760,
GX - 08/11/2018,GX - 08/13/2018,10,B3,SESE-13,WW,8,11,2018,T1,4.13,1873,
GX - 08/11/2018,GX - 08/13/2018,10,B3,SESE-16,WW,8,11,2018,T2,4.23,1919,
GX - 08/11/2018,GX - 08/13/2018,10,B3,DEFL-5,WW,8,11,2018,T2,4.12,1869,
GX - 08/11/2018,GX - 08/13/2018,10,B3,FERU-18,WW,8,11,2018,T2,4.28,1941,
GX - 08/11/2018,GX - 08/13/2018,10,B3,VAMA-2,WW,8,11,2018,T2,4.12,1869,
GX - 08/11/2018,GX - 08/13/2018,10,B3,SEAC-4,WW,8,11,2018,T2,4.26,1932,
GX - 08/11/2018,GX - 08/13/2018,10,B3,PLMA-12,WW,8,11,2018,T2,4.34,1969,
GX - 08/11/2018,GX - 08/13/2018,10,B3,SC-18,WW,8,11,2018,T2,4.56,2068,
GX - 08/11/2018,GX - 08/13/2018,10,B3,EMNI-16,WW,8,11,2018,T2,4.52,2050,
GX - 08/11/2018,GX - 08/13/2018,10,B3,DASP-10,WW,8,11,2018,T2,4.27,1937,
GX - 08/11/2018,GX - 08/13/2018,10,B3,SEAL-9,WW,8,11,2018,T2,4.38,1987,
GX - 08/11/2018,GX - 08/13/2018,10,B3,SYNO-7,WW,8,11,2018,T2,4.11,1864,
GX - 08/11/2018,GX - 08/13/2018,10,B3,SITR-13,WW,8,11,2018,T2,3.96,1796,
GX - 08/11/2018,GX - 08/13/2018,10,B3,SOBI-14,WW,8,11,2018,T2,4.42,2005,
GX - 08/11/2018,GX - 08/13/2018,10,B3,FERU-7,WW,8,11,2018,T2,4.37,1982,
GX - 08/11/2018,GX - 08/13/2018,10,B3,SEAC-10,WW,8,11,2018,T2,4.24,1923,
GX - 08/11/2018,GX - 08/13/2018,10,B3,DEFL-12,WW,8,11,2018,T2,4.17,1891,
GX - 08/11/2018,GX - 08/13/2018,10,B3,VAMA-18,WW,8,11,2018,T2,3.98,1805,
GX - 08/11/2018,GX - 08/13/2018,10,B3,SITR-8,WW,8,11,2018,T2,4.31,1955,
GX - 08/11/2018,GX - 08/13/2018,10,B3,SEAL-16,WW,8,11,2018,T2,4.21,1910,"typo in pot_ID column; changed from ""SEAL-6"" to ""SEAL-16"""
GX - 08/11/2018,GX - 08/13/2018,10,B3,EMNI-11,WW,8,11,2018,T2,4.54,2059,
GX - 08/11/2018,GX - 08/13/2018,10,B3,SYNO-1,WW,8,11,2018,T2,4.34,1969,
GX - 08/11/2018,GX - 08/13/2018,10,B3,PLMA-4,WW,8,11,2018,T2,4.03,1828,
GX - 08/11/2018,GX - 08/13/2018,10,B3,SOBI-16,WW,8,11,2018,T2,4.39,1991,
GX - 08/11/2018,GX - 08/13/2018,10,B3,SC-10,WW,8,11,2018,T2,4.43,2009,
GX - 08/11/2018,GX - 08/13/2018,10,B3,DASP-7,WW,8,11,2018,T2,4.15,1882,
GX - 08/11/2018,GX - 08/13/2018,10,B3,SESE-13,WW,8,11,2018,T2,4.43,2009,
GX - 08/12/2018,GX - 08/13/2018,10,B3,SESE-16,WW,8,12,2018,T3,4.08,1851,
GX - 08/12/2018,GX - 08/13/2018,10,B3,DEFL-5,WW,8,12,2018,T3,3.95,1792,
GX - 08/12/2018,GX - 08/13/2018,10,B3,FERU-18,WW,8,12,2018,T3,3.97,1801,
GX - 08/12/2018,GX - 08/13/2018,10,B3,VAMA-2,WW,8,12,2018,T3,4.02,1823,
GX - 08/12/2018,GX - 08/13/2018,10,B3,SEAC-4,WW,8,12,2018,T3,4.14,1878,
GX - 08/12/2018,GX - 08/13/2018,10,B3,PLMA-12,WW,8,12,2018,T3,4.13,1873,
GX - 08/12/2018,GX - 08/13/2018,10,B3,SC-18,WW,8,12,2018,T3,4.46,2023,
GX - 08/12/2018,GX - 08/13/2018,10,B3,EMNI-16,WW,8,12,2018,T3,4.42,2005,
GX - 08/12/2018,GX - 08/13/2018,10,B3,DASP-10,WW,8,12,2018,T3,4.14,1878,
GX - 08/12/2018,GX - 08/13/2018,10,B3,SEAL-9,WW,8,12,2018,T3,4.25,1928,
GX - 08/12/2018,GX - 08/13/2018,10,B3,SYNO-7,WW,8,12,2018,T3,3.84,1742,
GX - 08/12/2018,GX - 08/13/2018,10,B3,SITR-13,WW,8,12,2018,T3,3.84,1742,
GX - 08/12/2018,GX - 08/13/2018,10,B3,SOBI-14,WW,8,12,2018,T3,4.12,1869,
GX - 08/12/2018,GX - 08/13/2018,10,B3,FERU-7,WW,8,12,2018,T3,4.16,1887,
GX - 08/12/2018,GX - 08/13/2018,10,B3,SEAC-10,WW,8,12,2018,T3,4.12,1869,
GX - 08/12/2018,GX - 08/13/2018,10,B3,DEFL-12,WW,8,12,2018,T3,3.98,1805,
GX - 08/12/2018,GX - 08/13/2018,10,B3,VAMA-18,WW,8,12,2018,T3,3.86,1751,
GX - 08/12/2018,GX - 08/13/2018,10,B3,SITR-8,WW,8,12,2018,T3,4.16,1887,
GX - 08/12/2018,GX - 08/13/2018,10,B3,SEAL-16,WW,8,12,2018,T3,4.09,1855,"typo in pot_ID column; changed from ""SEAL-6"" to ""SEAL-16"""
GX - 08/12/2018,GX - 08/13/2018,10,B3,EMNI-11,WW,8,12,2018,T3,4.40,1996,
GX - 08/12/2018,GX - 08/13/2018,10,B3,SYNO-1,WW,8,12,2018,T3,4.02,1823,
GX - 08/12/2018,GX - 08/13/2018,10,B3,PLMA-4,WW,8,12,2018,T3,3.78,1715,
GX - 08/12/2018,GX - 08/13/2018,10,B3,SOBI-16,WW,8,12,2018,T3,4.06,1842,
GX - 08/12/2018,GX - 08/13/2018,10,B3,SC-10,WW,8,12,2018,T3,4.30,1950,
GX - 08/12/2018,GX - 08/13/2018,10,B3,DASP-7,WW,8,12,2018,T3,4.03,1828,
GX - 08/12/2018,GX - 08/13/2018,10,B3,SESE-13,WW,8,12,2018,T3,4.27,1937,
GX - 08/11/2018,GX - 08/13/2018,10,B4,SESE-15,WW,8,11,2018,T1,4.32,1960,
GX - 08/11/2018,GX - 08/13/2018,10,B4,DEFL-19,WW,8,11,2018,T1,3.66,1660,
GX - 08/11/2018,GX - 08/13/2018,10,B4,FERU-20,WW,8,11,2018,T1,3.88,1760,
GX - 08/11/2018,GX - 08/13/2018,10,B4,VAMA-14,WW,8,11,2018,T1,4.04,1833,
GX - 08/11/2018,GX - 08/13/2018,10,B4,SEAC-8,WW,8,11,2018,T1,4.08,1851,
GX - 08/11/2018,GX - 08/13/2018,10,B4,PLMA-3,WW,8,11,2018,T1,3.62,1642,
GX - 08/11/2018,GX - 08/13/2018,10,B4,SC-17,WW,8,11,2018,T1,4.33,1964,
GX - 08/11/2018,GX - 08/13/2018,10,B4,EMNI-10,WW,8,11,2018,T1,4.46,2023,
GX - 08/11/2018,GX - 08/13/2018,10,B4,DASP-16,WW,8,11,2018,T1,3.97,1801,
GX - 08/11/2018,GX - 08/13/2018,10,B4,SEAL-11,WW,8,11,2018,T1,3.89,1764,
GX - 08/11/2018,GX - 08/13/2018,10,B4,SYNO-18,WW,8,11,2018,T1,3.26,1479,
GX - 08/11/2018,GX - 08/13/2018,10,B4,SITR-10,WW,8,11,2018,T1,3.96,1796,
GX - 08/11/2018,GX - 08/13/2018,10,B4,SOBI-3,WW,8,11,2018,T1,3.64,1651,
GX - 08/11/2018,GX - 08/13/2018,10,B4,FERU-2,WW,8,11,2018,T1,3.57,1619,
GX - 08/11/2018,GX - 08/13/2018,10,B4,SEAC-14,WW,8,11,2018,T1,3.99,1810,
GX - 08/11/2018,GX - 08/13/2018,10,B4,DEFL-11,WW,8,11,2018,T1,3.61,1637,
GX - 08/11/2018,GX - 08/13/2018,10,B4,VAMA-13,WW,8,11,2018,T1,3.81,1728,
GX - 08/11/2018,GX - 08/13/2018,10,B4,SITR-17,WW,8,11,2018,T1,3.71,1683,
GX - 08/11/2018,GX - 08/13/2018,10,B4,SEAL-10,WW,8,11,2018,T1,3.60,1633,
GX - 08/11/2018,GX - 08/13/2018,10,B4,EMNI-19,WW,8,11,2018,T1,4.40,1996,
GX - 08/11/2018,GX - 08/13/2018,10,B4,SYNO-15,WW,8,11,2018,T1,3.44,1560,
GX - 08/11/2018,GX - 08/13/2018,10,B4,PLMA-9,WW,8,11,2018,T1,3.73,1692,
GX - 08/11/2018,GX - 08/13/2018,10,B4,SOBI-6,WW,8,11,2018,T1,3.28,1488,
GX - 08/11/2018,GX - 08/13/2018,10,B4,SC-5,WW,8,11,2018,T1,4.18,1896,
GX - 08/11/2018,GX - 08/13/2018,10,B4,DASP-4,WW,8,11,2018,T1,3.88,1760,
GX - 08/11/2018,GX - 08/13/2018,10,B4,SESE-2,WW,8,11,2018,T1,3.93,1783,
